feedback_id,true_theme,true_polarity
LZ-00904,restaurant_network,neutral
LZ-00905,restaurant_network,neutral
LZ-00906,login,negative
LZ-00907,app_performance,negative
LZ-00908,app_performance,negative
LZ-00909,map_search,negative
LZ-00910,map_search,negative
LZ-00911,map_search,negative
LZ-00912,balance_expiry,negative
LZ-00913,customer_support,negative
LZ-00914,customer_support,negative
LZ-00915,praise,positive
LZ-00916,praise,positive
LZ-00917,qr_payment,negative
LZ-00918,nfc_payment,negative
LZ-00919,balance_loading,negative
LZ-00920,restaurant_network,neutral
LZ-00921,login,negative
LZ-00922,login,negative
LZ-00923,login,negative
LZ-00924,login,negative
LZ-00925,login,negative
LZ-00926,login,negative
LZ-00927,app_performance,negative
LZ-00928,app_performance,negative
LZ-00929,map_search,negative
LZ-00930,dark_mode,neutral
LZ-00931,wallet,neutral
LZ-00932,balance_expiry,negative
LZ-00933,refund,negative
LZ-00934,refund,negative
LZ-00935,praise,positive
LZ-00936,praise,positive
LZ-00937,qr_payment,negative
LZ-00938,nfc_payment,negative
LZ-00939,restaurant_network,neutral
LZ-00940,restaurant_network,neutral
LZ-00941,login,negative
LZ-00942,login,negative
LZ-00943,login,negative
LZ-00944,app_performance,negative
LZ-00945,app_performance,negative
LZ-00946,dark_mode,neutral
LZ-00947,dark_mode,neutral
LZ-00948,wallet,neutral
LZ-00949,praise,positive
LZ-00950,praise,positive
LZ-00951,praise,positive
LZ-00952,qr_payment,negative
LZ-00953,balance_loading,negative
LZ-00954,balance_loading,negative
LZ-00955,restaurant_network,neutral
LZ-00956,restaurant_network,neutral
LZ-00957,restaurant_network,neutral
LZ-00958,login,negative
LZ-00959,login,negative
LZ-00960,login,negative
LZ-00961,login,negative
LZ-00962,login,negative
LZ-00963,login,negative
LZ-00964,app_performance,negative
LZ-00965,map_search,negative
LZ-00966,balance_expiry,negative
LZ-00967,customer_support,negative
LZ-00968,praise,positive
LZ-00969,praise,positive
LZ-00970,praise,positive
LZ-00971,qr_payment,negative
LZ-00972,qr_payment,negative
LZ-00973,qr_payment,negative
LZ-00974,nfc_payment,negative
LZ-00975,nfc_payment,negative
LZ-00976,balance_loading,negative
LZ-00977,balance_loading,negative
LZ-00978,balance_loading,negative
LZ-00979,login,negative
LZ-00980,login,negative
LZ-00981,login,negative
LZ-00982,login,negative
LZ-00983,app_performance,negative
LZ-00984,app_performance,negative
LZ-00985,app_performance,negative
LZ-00986,balance_expiry,negative
LZ-00987,praise,positive
LZ-00988,praise,positive
LZ-00989,qr_payment,negative
LZ-00990,qr_payment,negative
LZ-00991,nfc_payment,negative
LZ-00992,restaurant_network,neutral
LZ-00993,login,negative
LZ-00994,login,negative
LZ-00995,login,negative
LZ-00996,login,negative
LZ-00997,map_search,negative
LZ-00998,map_search,negative
LZ-00999,map_search,negative
LZ-01000,wallet,neutral
LZ-01001,customer_support,negative
LZ-01002,customer_support,negative
LZ-01003,praise,positive
LZ-01004,praise,positive
LZ-01005,qr_payment,negative
LZ-01006,qr_payment,negative
LZ-01007,balance_loading,negative
LZ-01008,balance_loading,negative
LZ-01009,balance_loading,negative
LZ-01010,balance_loading,negative
LZ-01011,login,negative
LZ-01012,login,negative
LZ-01013,balance_expiry,negative
LZ-01014,praise,positive
LZ-01015,nfc_payment,negative
LZ-01016,balance_loading,negative
LZ-01017,balance_loading,negative
LZ-01018,balance_loading,negative
LZ-01019,restaurant_network,neutral
LZ-01020,restaurant_network,neutral
LZ-01021,login,negative
LZ-01022,login,negative
LZ-01023,app_performance,negative
LZ-01024,app_performance,negative
LZ-01025,map_search,negative
LZ-01026,dark_mode,neutral
LZ-01027,wallet,neutral
LZ-01028,wallet,neutral
LZ-01029,wallet,neutral
LZ-01030,customer_support,negative
LZ-01031,praise,positive
LZ-01032,qr_payment,negative
LZ-01033,qr_payment,negative
LZ-01034,restaurant_network,neutral
LZ-01035,login,negative
LZ-01036,login,negative
LZ-01037,login,negative
LZ-01038,login,negative
LZ-01039,app_performance,negative
LZ-01040,map_search,negative
LZ-01041,wallet,neutral
LZ-01042,balance_expiry,negative
LZ-01043,balance_expiry,negative
LZ-01044,refund,negative
LZ-01045,praise,positive
LZ-01046,praise,positive
LZ-01047,qr_payment,negative
LZ-01048,nfc_payment,negative
LZ-01049,balance_loading,negative
LZ-01050,restaurant_network,neutral
LZ-01051,login,negative
LZ-01052,login,negative
LZ-01053,login,negative
LZ-01054,app_performance,negative
LZ-01055,dark_mode,neutral
LZ-01056,wallet,neutral
LZ-01057,balance_expiry,negative
LZ-01058,praise,positive
LZ-01059,praise,positive
LZ-01060,qr_payment,negative
LZ-01061,balance_loading,negative
LZ-01062,balance_loading,negative
LZ-01063,balance_loading,negative
LZ-01064,restaurant_network,neutral
LZ-01065,restaurant_network,neutral
LZ-01066,restaurant_network,neutral
LZ-01067,restaurant_network,neutral
LZ-01068,login,negative
LZ-01069,login,negative
LZ-01070,login,negative
LZ-01071,login,negative
LZ-01072,login,negative
LZ-01073,login,negative
LZ-01074,login,negative
LZ-01075,map_search,negative
LZ-01076,map_search,negative
LZ-01077,dark_mode,neutral
LZ-01078,balance_expiry,negative
LZ-01079,balance_expiry,negative
LZ-01080,customer_support,negative
LZ-01081,refund,negative
LZ-01082,praise,positive
LZ-01083,praise,positive
LZ-01084,qr_payment,negative
LZ-01085,nfc_payment,negative
LZ-01086,nfc_payment,negative
LZ-01087,balance_loading,negative
LZ-01088,balance_loading,negative
LZ-01089,restaurant_network,neutral
LZ-01090,restaurant_network,neutral
LZ-01091,login,negative
LZ-01092,login,negative
LZ-01093,login,negative
LZ-01094,login,negative
LZ-01095,login,negative
LZ-01096,login,negative
LZ-01097,app_performance,negative
LZ-01098,app_performance,negative
LZ-01099,map_search,negative
LZ-01100,dark_mode,neutral
LZ-01101,customer_support,negative
LZ-01102,customer_support,negative
LZ-01103,refund,negative
LZ-01104,praise,positive
LZ-01105,qr_payment,negative
LZ-01106,qr_payment,negative
LZ-01107,nfc_payment,negative
LZ-01108,balance_loading,negative
LZ-01109,login,negative
LZ-01110,login,negative
LZ-01111,login,negative
LZ-01112,app_performance,negative
LZ-01113,app_performance,negative
LZ-01114,wallet,neutral
LZ-01115,customer_support,negative
LZ-01116,customer_support,negative
LZ-01117,customer_support,negative
LZ-01118,nfc_payment,negative
LZ-01119,nfc_payment,negative
LZ-01120,balance_loading,negative
LZ-01121,restaurant_network,neutral
LZ-01122,login,negative
LZ-01123,login,negative
LZ-01124,app_performance,negative
LZ-01125,app_performance,negative
LZ-01126,app_performance,negative
LZ-01127,dark_mode,neutral
LZ-01128,wallet,neutral
LZ-01129,balance_expiry,negative
LZ-01130,customer_support,negative
LZ-01131,praise,positive
LZ-01132,praise,positive
LZ-01133,nfc_payment,negative
LZ-01134,nfc_payment,negative
LZ-01135,login,negative
LZ-01136,login,negative
LZ-01137,login,negative
LZ-01138,login,negative
LZ-01139,app_performance,negative
LZ-01140,app_performance,negative
LZ-01141,map_search,negative
LZ-01142,map_search,negative
LZ-01143,wallet,neutral
LZ-01144,customer_support,negative
LZ-01145,refund,negative
LZ-01146,refund,negative
LZ-01147,refund,negative
LZ-01148,refund,negative
LZ-01149,qr_payment,negative
LZ-01150,qr_payment,negative
LZ-01151,nfc_payment,negative
LZ-01152,balance_loading,negative
LZ-01153,login,negative
LZ-01154,login,negative
LZ-01155,login,negative
LZ-01156,login,negative
LZ-01157,login,negative
LZ-01158,login,negative
LZ-01159,app_performance,negative
LZ-01160,app_performance,negative
LZ-01161,app_performance,negative
LZ-01162,map_search,negative
LZ-01163,dark_mode,neutral
LZ-01164,wallet,neutral
LZ-01165,balance_expiry,negative
LZ-01166,balance_expiry,negative
LZ-01167,customer_support,negative
LZ-01168,praise,positive
LZ-01169,qr_payment,negative
LZ-01170,qr_payment,negative
LZ-01171,qr_payment,negative
LZ-01172,restaurant_network,neutral
LZ-01173,login,negative
LZ-01174,login,negative
LZ-01175,login,negative
LZ-01176,login,negative
LZ-01177,app_performance,negative
LZ-01178,dark_mode,neutral
LZ-01179,dark_mode,neutral
LZ-01180,wallet,neutral
LZ-01181,balance_expiry,negative
LZ-01182,refund,negative
LZ-01183,qr_payment,negative
LZ-01184,nfc_payment,negative
LZ-01185,balance_loading,negative
LZ-01186,balance_loading,negative
LZ-01187,balance_loading,negative
LZ-01188,restaurant_network,neutral
LZ-01189,restaurant_network,neutral
LZ-01190,restaurant_network,neutral
LZ-01191,restaurant_network,neutral
LZ-01192,login,negative
LZ-01193,login,negative
LZ-01194,login,negative
LZ-01195,login,negative
LZ-01196,login,negative
LZ-01197,login,negative
LZ-01198,login,negative
LZ-01199,app_performance,negative
LZ-01200,app_performance,negative
LZ-01201,map_search,negative
LZ-01202,wallet,neutral
LZ-01203,balance_expiry,negative
LZ-01204,balance_expiry,negative
LZ-01205,balance_expiry,negative
LZ-01206,customer_support,negative
LZ-01207,refund,negative
LZ-01208,qr_payment,negative
LZ-01209,qr_payment,negative
LZ-01210,nfc_payment,negative
LZ-01211,restaurant_network,neutral
LZ-01212,app_performance,negative
LZ-01213,map_search,negative
LZ-01214,map_search,negative
LZ-01215,map_search,negative
LZ-01216,wallet,neutral
LZ-01217,balance_expiry,negative
LZ-01218,balance_expiry,negative
LZ-01219,customer_support,negative
LZ-01220,customer_support,negative
LZ-01221,praise,positive
LZ-01222,qr_payment,negative
LZ-01223,qr_payment,negative
LZ-01224,nfc_payment,negative
LZ-01225,login,negative
LZ-01226,login,negative
LZ-01227,login,negative
LZ-01228,login,negative
LZ-01229,login,negative
LZ-01230,login,negative
LZ-01231,app_performance,negative
LZ-01232,app_performance,negative
LZ-01233,map_search,negative
LZ-01234,dark_mode,neutral
LZ-01235,customer_support,negative
LZ-01236,praise,positive
LZ-01237,qr_payment,negative
LZ-01238,balance_loading,negative
LZ-01239,login,negative
LZ-01240,login,negative
LZ-01241,app_performance,negative
LZ-01242,app_performance,negative
LZ-01243,map_search,negative
LZ-01244,balance_expiry,negative
LZ-01245,qr_payment,negative
LZ-01246,qr_payment,negative
LZ-01247,qr_payment,negative
LZ-01248,login,negative
LZ-01249,login,negative
LZ-01250,login,negative
LZ-01251,login,negative
LZ-01252,login,negative
LZ-01253,app_performance,negative
LZ-01254,dark_mode,neutral
LZ-01255,dark_mode,neutral
LZ-01256,balance_expiry,negative
LZ-01257,balance_expiry,negative
LZ-01258,praise,positive
LZ-01259,qr_payment,negative
LZ-01260,qr_payment,negative
LZ-01261,qr_payment,negative
LZ-01262,nfc_payment,negative
LZ-01263,balance_loading,negative
LZ-01264,balance_loading,negative
LZ-01265,restaurant_network,neutral
LZ-01266,restaurant_network,neutral
LZ-01267,restaurant_network,neutral
LZ-01268,login,negative
LZ-01269,login,negative
LZ-01270,login,negative
LZ-01271,login,negative
LZ-01272,login,negative
LZ-01273,login,negative
LZ-01274,login,negative
LZ-01275,app_performance,negative
LZ-01276,app_performance,negative
LZ-01277,map_search,negative
LZ-01278,wallet,neutral
LZ-01279,wallet,neutral
LZ-01280,wallet,neutral
LZ-01281,balance_expiry,negative
LZ-01282,balance_expiry,negative
LZ-01283,customer_support,negative
LZ-01284,refund,negative
LZ-01285,praise,positive
LZ-01286,praise,positive
LZ-01287,praise,positive
LZ-01288,qr_payment,negative
LZ-01289,qr_payment,negative
LZ-01290,qr_payment,negative
LZ-01291,nfc_payment,negative
LZ-01292,balance_loading,negative
LZ-01293,balance_loading,negative
LZ-01294,balance_loading,negative
LZ-01295,restaurant_network,neutral
LZ-01296,login,negative
LZ-01297,login,negative
LZ-01298,login,negative
LZ-01299,login,negative
LZ-01300,app_performance,negative
LZ-01301,app_performance,negative
LZ-01302,app_performance,negative
LZ-01303,dark_mode,neutral
LZ-01304,dark_mode,neutral
LZ-01305,dark_mode,neutral
LZ-01306,wallet,neutral
LZ-01307,wallet,neutral
LZ-01308,balance_expiry,negative
LZ-01309,balance_expiry,negative
LZ-01310,customer_support,negative
LZ-01311,refund,negative
LZ-01312,qr_payment,negative
LZ-01313,nfc_payment,negative
LZ-01314,balance_loading,negative
LZ-01315,balance_loading,negative
LZ-01316,balance_loading,negative
LZ-01317,balance_loading,negative
LZ-01318,restaurant_network,neutral
LZ-01319,restaurant_network,neutral
LZ-01320,login,negative
LZ-01321,login,negative
LZ-01322,login,negative
LZ-01323,app_performance,negative
LZ-01324,app_performance,negative
LZ-01325,map_search,negative
LZ-01326,map_search,negative
LZ-01327,map_search,negative
LZ-01328,map_search,negative
LZ-01329,dark_mode,neutral
LZ-01330,wallet,neutral
LZ-01331,balance_expiry,negative
LZ-01332,balance_expiry,negative
LZ-01333,customer_support,negative
LZ-01334,praise,positive
LZ-01335,qr_payment,negative
LZ-01336,nfc_payment,negative
LZ-01337,nfc_payment,negative
LZ-01338,nfc_payment,negative
LZ-01339,balance_loading,negative
LZ-01340,balance_loading,negative
LZ-01341,balance_loading,negative
LZ-01342,restaurant_network,neutral
LZ-01343,restaurant_network,neutral
LZ-01344,login,negative
LZ-01345,login,negative
LZ-01346,login,negative
LZ-01347,login,negative
LZ-01348,app_performance,negative
LZ-01349,app_performance,negative
LZ-01350,dark_mode,neutral
LZ-01351,dark_mode,neutral
LZ-01352,wallet,neutral
LZ-01353,balance_expiry,negative
LZ-01354,customer_support,negative
LZ-01355,refund,negative
LZ-01356,praise,positive
LZ-01357,qr_payment,negative
LZ-01358,qr_payment,negative
LZ-01359,app_performance,negative
LZ-01360,wallet,neutral
LZ-01361,wallet,neutral
LZ-01362,balance_expiry,negative
LZ-01363,customer_support,negative
LZ-01364,praise,positive
LZ-01365,praise,positive
LZ-01366,nfc_payment,negative
LZ-01367,login,negative
LZ-01368,balance_expiry,negative
LZ-01369,balance_expiry,negative
LZ-01370,balance_expiry,negative
LZ-01371,refund,negative
LZ-01372,nfc_payment,negative
LZ-01373,nfc_payment,negative
LZ-01374,nfc_payment,negative
LZ-01375,nfc_payment,negative
LZ-01376,balance_loading,negative
LZ-01377,balance_loading,negative
LZ-01378,app_performance,negative
LZ-01379,map_search,negative
LZ-01380,dark_mode,neutral
LZ-01381,balance_expiry,negative
LZ-01382,balance_expiry,negative
LZ-01383,customer_support,negative
LZ-01384,praise,positive
LZ-01385,qr_payment,negative
LZ-01386,qr_payment,negative
LZ-01387,qr_payment,negative
LZ-01388,qr_payment,negative
LZ-01389,nfc_payment,negative
LZ-01390,balance_loading,negative
LZ-01391,restaurant_network,neutral
LZ-01392,restaurant_network,neutral
LZ-01393,restaurant_network,neutral
LZ-01394,app_performance,negative
LZ-01395,app_performance,negative
LZ-01396,dark_mode,neutral
LZ-01397,dark_mode,neutral
LZ-01398,wallet,neutral
LZ-01399,balance_expiry,negative
LZ-01400,balance_expiry,negative
LZ-01401,customer_support,negative
LZ-01402,praise,positive
LZ-01403,qr_payment,negative
LZ-01404,qr_payment,negative
LZ-01405,qr_payment,negative
LZ-01406,nfc_payment,negative
LZ-01407,nfc_payment,negative
LZ-01408,balance_loading,negative
LZ-01409,restaurant_network,neutral
LZ-01410,app_performance,negative
LZ-01411,app_performance,negative
LZ-01412,app_performance,negative
LZ-01413,dark_mode,neutral
LZ-01414,wallet,neutral
LZ-01415,balance_expiry,negative
LZ-01416,customer_support,negative
LZ-01417,praise,positive
LZ-01418,balance_loading,negative
LZ-01419,restaurant_network,neutral
LZ-01420,login,negative
LZ-01421,app_performance,negative
LZ-01422,app_performance,negative
LZ-01423,app_performance,negative
LZ-01424,map_search,negative
LZ-01425,dark_mode,neutral
LZ-01426,customer_support,negative
LZ-01427,praise,positive
LZ-01428,praise,positive
LZ-01429,qr_payment,negative
LZ-01430,qr_payment,negative
LZ-01431,qr_payment,negative
LZ-01432,qr_payment,negative
LZ-01433,qr_payment,negative
LZ-01434,qr_payment,negative
LZ-01435,balance_loading,negative
LZ-01436,restaurant_network,neutral
LZ-01437,restaurant_network,neutral
LZ-01438,restaurant_network,neutral
LZ-01439,login,negative
LZ-01440,app_performance,negative
LZ-01441,map_search,negative
LZ-01442,wallet,neutral
LZ-01443,wallet,neutral
LZ-01444,balance_expiry,negative
LZ-01445,customer_support,negative
LZ-01446,customer_support,negative
LZ-01447,praise,positive
LZ-01448,praise,positive
LZ-01449,nfc_payment,negative
LZ-01450,restaurant_network,neutral
LZ-01451,restaurant_network,neutral
LZ-01452,restaurant_network,neutral
LZ-01453,login,negative
LZ-01454,app_performance,negative
LZ-01455,balance_expiry,negative
LZ-01456,praise,positive
LZ-01457,wallet,neutral
LZ-01458,refund,negative
LZ-01459,praise,positive
LZ-01460,praise,positive
LZ-01461,praise,positive
LZ-01462,praise,positive
LZ-01463,nfc_payment,negative
LZ-01464,balance_loading,negative
LZ-01465,app_performance,negative
LZ-01466,dark_mode,neutral
LZ-01467,dark_mode,neutral
LZ-01468,customer_support,negative
LZ-01469,qr_payment,negative
LZ-01470,nfc_payment,negative
LZ-01471,app_performance,negative
LZ-01472,map_search,negative
LZ-01473,wallet,neutral
LZ-01474,wallet,neutral
LZ-01475,wallet,neutral
LZ-01476,praise,positive
LZ-01477,praise,positive
LZ-01478,praise,positive
LZ-01479,qr_payment,negative
LZ-01480,nfc_payment,negative
LZ-01481,map_search,negative
LZ-01482,dark_mode,neutral
LZ-01483,wallet,neutral
LZ-01484,wallet,neutral
LZ-01485,balance_expiry,negative
LZ-01486,refund,negative
LZ-01487,praise,positive
LZ-01488,praise,positive
LZ-01489,qr_payment,negative
LZ-01490,qr_payment,negative
LZ-01491,nfc_payment,negative
LZ-01492,restaurant_network,neutral
LZ-01493,restaurant_network,neutral
LZ-01494,app_performance,negative
LZ-01495,app_performance,negative
LZ-01496,app_performance,negative
LZ-01497,map_search,negative
LZ-01498,dark_mode,neutral
LZ-01499,wallet,neutral
LZ-01500,wallet,neutral
LZ-01501,wallet,neutral
LZ-01502,praise,positive
LZ-01503,praise,positive
LZ-01504,qr_payment,negative
LZ-01505,nfc_payment,negative
LZ-01506,nfc_payment,negative
LZ-01507,balance_loading,negative
LZ-01508,balance_loading,negative
LZ-01509,restaurant_network,neutral
LZ-01510,restaurant_network,neutral
LZ-01511,login,negative
LZ-01512,wallet,neutral
LZ-01513,balance_expiry,negative
LZ-01514,balance_expiry,negative
LZ-01515,praise,positive
LZ-01516,qr_payment,negative
LZ-01517,qr_payment,negative
LZ-01518,qr_payment,negative
LZ-01519,qr_payment,negative
LZ-01520,restaurant_network,neutral
LZ-01521,customer_support,negative
LZ-01522,customer_support,negative
LZ-01523,customer_support,negative
LZ-01524,qr_payment,negative
LZ-01525,nfc_payment,negative
LZ-01526,balance_loading,negative
LZ-01527,map_search,negative
LZ-01528,map_search,negative
LZ-01529,customer_support,negative
LZ-01530,praise,positive
LZ-01531,qr_payment,negative
LZ-01532,qr_payment,negative
LZ-01533,balance_loading,negative
LZ-01534,balance_loading,negative
LZ-01535,restaurant_network,neutral
LZ-01536,login,negative
LZ-01537,map_search,negative
LZ-01538,dark_mode,neutral
LZ-01539,balance_expiry,negative
LZ-01540,customer_support,negative
LZ-01541,refund,negative
LZ-01542,praise,positive
LZ-01543,praise,positive
LZ-01544,praise,positive
LZ-01545,qr_payment,negative
LZ-01546,balance_loading,negative
LZ-01547,restaurant_network,neutral
LZ-01548,restaurant_network,neutral
LZ-01549,app_performance,negative
LZ-01550,app_performance,negative
LZ-01551,map_search,negative
LZ-01552,map_search,negative
LZ-01553,map_search,negative
LZ-01554,dark_mode,neutral
LZ-01555,wallet,neutral
LZ-01556,praise,positive
LZ-01557,praise,positive
LZ-01558,qr_payment,negative
LZ-01559,qr_payment,negative
LZ-01560,balance_loading,negative
LZ-01561,restaurant_network,neutral
LZ-01562,restaurant_network,neutral
LZ-01563,login,negative
LZ-01564,login,negative
LZ-01565,app_performance,negative
LZ-01566,app_performance,negative
LZ-01567,app_performance,negative
LZ-01568,app_performance,negative
LZ-01569,app_performance,negative
LZ-01570,app_performance,negative
LZ-01571,app_performance,negative
LZ-01572,map_search,negative
LZ-01573,map_search,negative
LZ-01574,map_search,negative
LZ-01575,map_search,negative
LZ-01576,dark_mode,neutral
LZ-01577,dark_mode,neutral
LZ-01578,wallet,neutral
LZ-01579,wallet,neutral
LZ-01580,customer_support,negative
LZ-01581,praise,positive
LZ-01582,praise,positive
LZ-01583,praise,positive
LZ-01584,qr_payment,negative
LZ-01585,nfc_payment,negative
LZ-01586,restaurant_network,neutral
LZ-01587,restaurant_network,neutral
LZ-01588,restaurant_network,neutral
LZ-01589,restaurant_network,neutral
LZ-01590,restaurant_network,neutral
LZ-01591,login,negative
LZ-01592,login,negative
LZ-01593,app_performance,negative
LZ-01594,app_performance,negative
LZ-01595,app_performance,negative
LZ-01596,map_search,negative
LZ-01597,map_search,negative
LZ-01598,dark_mode,neutral
LZ-01599,wallet,neutral
LZ-01600,balance_expiry,negative
LZ-01601,balance_expiry,negative
LZ-01602,balance_expiry,negative
LZ-01603,praise,positive
LZ-01604,praise,positive
LZ-01605,praise,positive
LZ-01606,qr_payment,negative
LZ-01607,nfc_payment,negative
LZ-01608,dark_mode,neutral
LZ-01609,wallet,neutral
LZ-01610,balance_expiry,negative
LZ-01611,balance_expiry,negative
LZ-01612,customer_support,negative
LZ-01613,praise,positive
LZ-01614,praise,positive
LZ-01615,qr_payment,negative
LZ-01616,nfc_payment,negative
LZ-01617,nfc_payment,negative
LZ-01618,app_performance,negative
LZ-01619,wallet,neutral
LZ-01620,wallet,neutral
LZ-01621,customer_support,negative
LZ-01622,praise,positive
LZ-01623,praise,positive
LZ-01624,qr_payment,negative
LZ-01625,qr_payment,negative
LZ-01626,balance_loading,negative
LZ-01627,app_performance,negative
LZ-01628,map_search,negative
LZ-01629,dark_mode,neutral
LZ-01630,wallet,neutral
LZ-01631,wallet,neutral
LZ-01632,refund,negative
LZ-01633,nfc_payment,negative
LZ-01634,balance_loading,negative
LZ-01635,restaurant_network,neutral
LZ-01636,restaurant_network,neutral
LZ-01637,restaurant_network,neutral
LZ-01638,restaurant_network,neutral
LZ-01639,app_performance,negative
LZ-01640,dark_mode,neutral
LZ-01641,wallet,neutral
LZ-01642,wallet,neutral
LZ-01643,customer_support,negative
LZ-01644,praise,positive
LZ-01645,praise,positive
LZ-01646,qr_payment,negative
LZ-01647,nfc_payment,negative
LZ-01648,restaurant_network,neutral
LZ-01649,restaurant_network,neutral
LZ-01650,restaurant_network,neutral
LZ-01651,app_performance,negative
LZ-01652,app_performance,negative
LZ-01653,app_performance,negative
LZ-01654,map_search,negative
LZ-01655,map_search,negative
LZ-01656,balance_expiry,negative
LZ-01657,refund,negative
LZ-01658,praise,positive
LZ-01659,praise,positive
LZ-01660,qr_payment,negative
LZ-01661,balance_loading,negative
LZ-01662,balance_loading,negative
LZ-01663,restaurant_network,neutral
LZ-01664,dark_mode,neutral
LZ-01665,dark_mode,neutral
LZ-01666,dark_mode,neutral
LZ-01667,dark_mode,neutral
LZ-01668,wallet,neutral
LZ-01669,wallet,neutral
LZ-01670,wallet,neutral
LZ-01671,balance_expiry,negative
LZ-01672,balance_expiry,negative
LZ-01673,refund,negative
LZ-01674,qr_payment,negative
LZ-01675,restaurant_network,neutral
LZ-01676,restaurant_network,neutral
LZ-01677,restaurant_network,neutral
LZ-01678,restaurant_network,neutral
LZ-01679,restaurant_network,neutral
LZ-01680,restaurant_network,neutral
LZ-01681,app_performance,negative
LZ-01682,app_performance,negative
LZ-01683,balance_expiry,negative
LZ-01684,customer_support,negative
LZ-01685,praise,positive
LZ-01686,praise,positive
LZ-01687,praise,positive
LZ-01688,praise,positive
LZ-01689,qr_payment,negative
LZ-01690,qr_payment,negative
LZ-01691,qr_payment,negative
LZ-01692,nfc_payment,negative
LZ-01693,nfc_payment,negative
LZ-01694,balance_loading,negative
LZ-01695,balance_loading,negative
LZ-01696,balance_loading,negative
LZ-01697,balance_loading,negative
LZ-01698,balance_loading,negative
LZ-01699,balance_loading,negative
LZ-01700,restaurant_network,neutral
LZ-01701,app_performance,negative
LZ-01702,map_search,negative
LZ-01703,balance_expiry,negative
LZ-01704,customer_support,negative
LZ-01705,refund,negative
LZ-01706,praise,positive
LZ-01707,nfc_payment,negative
LZ-01708,balance_loading,negative
LZ-01709,balance_loading,negative
LZ-01710,restaurant_network,neutral
LZ-01711,restaurant_network,neutral
LZ-01712,app_performance,negative
LZ-01713,dark_mode,neutral
LZ-01714,balance_expiry,negative
LZ-01715,refund,negative
LZ-01716,praise,positive
LZ-01717,nfc_payment,negative
LZ-01718,balance_loading,negative
LZ-01719,balance_loading,negative
LZ-01720,login,negative
LZ-01721,login,negative
LZ-01722,app_performance,negative
LZ-01723,app_performance,negative
LZ-01724,wallet,neutral
LZ-01725,refund,negative
LZ-01726,praise,positive
LZ-01727,qr_payment,negative
LZ-01728,qr_payment,negative
LZ-01729,balance_loading,negative
LZ-01730,balance_loading,negative
LZ-01731,login,negative
LZ-01732,app_performance,negative
LZ-01733,app_performance,negative
LZ-01734,app_performance,negative
LZ-01735,map_search,negative
LZ-01736,dark_mode,neutral
LZ-01737,wallet,neutral
LZ-01738,wallet,neutral
LZ-01739,balance_expiry,negative
LZ-01740,customer_support,negative
LZ-01741,refund,negative
LZ-01742,nfc_payment,negative
LZ-01743,nfc_payment,negative
LZ-01744,nfc_payment,negative
LZ-01745,balance_loading,negative
LZ-01746,balance_loading,negative
LZ-01747,restaurant_network,neutral
LZ-01748,app_performance,negative
LZ-01749,app_performance,negative
LZ-01750,app_performance,negative
LZ-01751,map_search,negative
LZ-01752,map_search,negative
LZ-01753,wallet,neutral
LZ-01754,balance_expiry,negative
LZ-01755,balance_expiry,negative
LZ-01756,praise,positive
LZ-01757,praise,positive
LZ-01758,praise,positive
LZ-01759,praise,positive
LZ-01760,qr_payment,negative
LZ-01761,qr_payment,negative
LZ-01762,qr_payment,negative
LZ-01763,qr_payment,negative
LZ-01764,qr_payment,negative
LZ-01765,nfc_payment,negative
LZ-01766,balance_loading,negative
LZ-01767,balance_loading,negative
LZ-01768,restaurant_network,neutral
LZ-01769,app_performance,negative
LZ-01770,map_search,negative
LZ-01771,map_search,negative
LZ-01772,dark_mode,neutral
LZ-01773,wallet,neutral
LZ-01774,wallet,neutral
LZ-01775,balance_expiry,negative
LZ-01776,praise,positive
LZ-01777,praise,positive
LZ-01778,qr_payment,negative
LZ-01779,balance_loading,negative
LZ-01780,balance_loading,negative
LZ-01781,restaurant_network,neutral
LZ-01782,restaurant_network,neutral
LZ-01783,app_performance,negative
LZ-01784,dark_mode,neutral
LZ-01785,wallet,neutral
LZ-01786,customer_support,negative
LZ-01787,praise,positive
LZ-01788,praise,positive
LZ-01789,nfc_payment,negative
LZ-01790,balance_loading,negative
LZ-01791,app_performance,negative
LZ-01792,app_performance,negative
LZ-01793,app_performance,negative
LZ-01794,map_search,negative
LZ-01795,wallet,neutral
LZ-01796,wallet,neutral
LZ-01797,customer_support,negative
LZ-01798,qr_payment,negative
LZ-01799,qr_payment,negative
LZ-01800,nfc_payment,negative
LZ-01801,nfc_payment,negative
LZ-01802,nfc_payment,negative
LZ-01803,balance_loading,negative
LZ-01804,app_performance,negative
LZ-01805,map_search,negative
LZ-01806,map_search,negative
LZ-01807,wallet,neutral
LZ-01808,praise,positive
LZ-01809,qr_payment,negative
LZ-01810,qr_payment,negative
LZ-01811,nfc_payment,negative
LZ-01812,restaurant_network,neutral
LZ-01813,login,negative
LZ-01814,app_performance,negative
LZ-01815,map_search,negative
LZ-01816,praise,positive
LZ-01817,qr_payment,negative
LZ-01818,qr_payment,negative
LZ-01819,qr_payment,negative
LZ-01820,qr_payment,negative
LZ-01821,nfc_payment,negative
LZ-01822,balance_loading,negative
LZ-01823,balance_loading,negative
LZ-01824,restaurant_network,neutral
LZ-01825,app_performance,negative
LZ-01826,app_performance,negative
LZ-01827,app_performance,negative
LZ-01828,app_performance,negative
