feedback_id,created_at,channel,account_id,rating,text
LZ-00466,2026-02-05 11:44:05,support_ticket,U-00161,,"Selam, Kahve zincirlerinde de geçerli olsa harika olur. İyi çalışmalar, Can"
LZ-00465,2026-02-05 12:06:18,app_store,U-00512,5.0,"Market alisverisinde de kullanilabilse cok iyi olur. Ayrica sikayet yazdim, uc gundur donus yapilmadi. Yol hairtanizda var mi?"
LZ-00480,2026-02-05 13:11:25,survey,U-01615,3.0,"Musteri hizmetlerine ulasmak imkansiz, cagri merkezi yarim saat bekletiyor."
LZ-00462,2026-02-05 14:00:37,survey,U-00570,3.0,Kasada QR okutuyorum ama ödeme bir türlü geçmiyor.
LZ-00478,2026-02-05 14:24:48,support_ticket,U-02123,,"Merhabalar, Her gün öğle yemeğinde kullanıyorum. Sistem temasına uyan bir koyu tema eklenmeli. Değerlendirirseniz sevinirim. Teşekkürler, Zeynep"
LZ-00469,2026-02-05 14:33:08,support_ticket,U-01170,,"Anlaşmalı restoran sayısı çok az, Maslak tarafında nreedeyse hiç yer yok. Teşekkürler, Deniz"
LZ-00471,2026-02-05 14:40:32,support_ticket,U-00048,,"Merhabalar, Telefon numaram 0500 000 12 34, beni arayabilirsiniz. Ana sayfanın yüklenmesi yarım dakika sürüyor. Lütfen acilen çözün. - Mert"
LZ-00463,2026-02-05 14:55:45,support_ticket,U-01651,,"İyi günler, E-posta adresim mehmet.y@example.com. Kasada QR okutuyorum ama ödeme bir türlü geçmiyor. - Ece"
LZ-00464,2026-02-05 14:56:11,survey,U-02286,8.0,Kahve zincirlerinde de gecerli olsa harika olur.
LZ-00476,2026-02-05 15:54:12,app_store,U-00664,4.0,"gece kullanırken byeaz ekran göz yoruyor, karanlık tema lütfen. teşekkürler."
LZ-00483,2026-02-05 17:04:27,app_store,U-00496,4.0,"bakiye takibi cok kolay, tesekkurler."
LZ-00473,2026-02-05 17:10:06,support_ticket,U-00741,,"Merhaba, Yaklaşık 6 aydır kullanıcınızım. Bakiye ekranı açılana kadar kasadkai herkes bekliyor. Dönüşünüzü bekliyorum. İyi çalışmalar, Elif"
LZ-00481,2026-02-05 19:31:49,app_store,U-00662,3.0,"Müşteri hizmetlerine ulaşmak imkansız, çağrı merkezi yarım saat bekletiyor. Lütfen acilen çözün."
LZ-00467,2026-02-05 20:22:57,app_store,U-00338,4.0,restoran agi genislerse karti cok daha fazla kullanirim. yol haritanizda var mi?
LZ-00474,2026-02-05 20:43:49,support_ticket,U-00980,,"Selam, Yaklaşık 12 aydır kullanıcınızım. Restoranların çalışma saatleri yanlış yazıyor. Çok sinir bozucu. Teşekkürler, Ceren"
LZ-00470,2026-02-05 21:48:46,support_ticket,U-01932,,"Merhabalar, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. SMS doğrulama kodu gelmiyor, uygulamaya giremiyorum. Mağdur durumdayım. Saygılarımla, Ceren"
LZ-00468,2026-02-05 22:47:59,app_store,U-00359,4.0,Market alışverişinde de kullanılabilse çok iyi olur. Yol haritanızda var mı?
LZ-00497,2026-02-06 08:39:53,app_store,U-00976,3.0,"Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız. Çok sinir bozucu."
LZ-00490,2026-02-06 09:15:06,app_store,U-00405,4.0,"Lezzo anlasmali restoran sayisi cok az, Kadikoy tarafinda neredeyse hic yer yok. Ayrica QR ile odeme yeni guncellemeden beri calismiyor, kasada rezil oldum. Degerlendirirseniz seviinrim."
LZ-00489,2026-02-06 09:26:13,app_store,U-00145,5.0,Lezzo restoran ağı genişlerse kartı çok daha fazla kullanırım. Değerlendirirseniz sevinirim.
LZ-00498,2026-02-06 11:26:39,app_store,U-00641,1.0,Canli destek hic cevap vermiyor.
LZ-00493,2026-02-06 12:01:14,app_store,U-01731,1.0,Eski Android telefonumda açılışta çöküyor. Lütfen acilen çözün.
LZ-00488,2026-02-06 12:39:02,app_store,U-00377,1.0,Maaş günü geldi ama yeemk bakiyem hala yüklenmedi. Mağdur durumdayım.
LZ-00492,2026-02-06 13:15:11,app_store,U-02161,2.0,Uygulama çok fazla pil tüketiyor.
LZ-00494,2026-02-06 14:20:27,support_ticket,U-00133,,"Merhaba, Şirketimiz geçen ay bu karta geçti. Haritada kapanmış restoranlar hala görünüyor. Çok sinir bozucu. İyi çalışmalar, Ece"
LZ-00485,2026-02-06 14:36:21,survey,U-01509,0.0,QR kodu okutunca ödeme ekranında takılı kalıyor.
LZ-00495,2026-02-06 15:01:58,app_store,U-01643,1.0,"Lezzo yakinimdaki restoranlari listelemiyor, konumumu bulamiyor. Rezalet."
LZ-00496,2026-02-06 16:02:16,survey,U-00178,6.0,Apple Pay'e eklenebilse telefonu açmadan ödeme yapardım.
LZ-00499,2026-02-06 16:56:40,survey,U-02272,1.0,"İade süreci çok uzun, bir haftadır bekliyorum."
LZ-00491,2026-02-06 17:07:48,survey,U-00231,3.0,"Uygulama sürekli donuyor, kapatıp açmam gerekiyor. Ayrıca iptal edilen siparişin iadesi hala bakiyeme yansımadı."
LZ-00500,2026-02-06 21:45:39,survey,U-00782,9.0,"Bakiye takibi cok kolay, tesekkurler."
LZ-00487,2026-02-06 21:52:58,survey,U-01764,1.0,"Temassiz odeme bazen geciyor bazen gecmiyor, guvenemiyorum."
LZ-00486,2026-02-06 22:21:22,support_ticket,U-00064,,"Temassız ödeme bazen geçiyor bazen geçmioyr, güvenemiyorum. Çok sinir bozucu. Saygılarımla, Ceren"
LZ-00501,2026-02-06 22:46:32,app_store,U-00165,5.0,Kullanımı çok basit ve hızlı. Başarılar!
LZ-00502,2026-02-07 08:59:47,app_store,U-01299,2.0,"Lezzo QR ile ödeme iki gündür çalışmıyor, kasada rezil oldum."
LZ-00507,2026-02-07 11:30:20,survey,U-02012,0.0,Kalan bakiyemi bir iş arkadaşıma transfer edemiyorum. Ayrıca iptal edilen siparişin iadesi hala bakiyeme yansımadı.
LZ-00508,2026-02-07 13:50:49,app_store,U-01942,5.0,Arayuz sade ve anlasilir.
LZ-00509,2026-02-07 18:23:40,app_store,U-00624,4.0,"Odeme saniyeler icinde bitiyor, cok memnunum. Emegi gecenlere tesekkurler!"
LZ-00503,2026-02-07 19:32:54,support_ticket,U-00065,,"İyi günler, Her açılışta tekrar tekrar SMS kodu istiyor. Saygılarımla, Ayşe"
LZ-00504,2026-02-07 20:13:30,app_store,U-01589,4.0,"Gece kullanirken beyaz ekarn goz yoruyor, karanlik tema lutfen. Degerlendirirseniz sevinirim."
LZ-00506,2026-02-07 21:34:30,app_store,U-02211,3.0,kalan bakiyemi bir iş arkadaşıma transfer edemiyorum. mağdur durumdayım.
LZ-00505,2026-02-07 22:44:48,app_store,U-01804,5.0,Kartı telefonun cüzdan uygulmaasına eklemek istiyorum.
LZ-00511,2026-02-08 08:32:59,app_store,U-01830,1.0,Lezzo temassız ödeme eski Android telefonumda çalışmıyor. Lütfen acilen çözün.
LZ-00520,2026-02-08 09:06:27,support_ticket,U-01066,,"Merhaba, Yaklaşık 3 aydır kullanıcınızım. Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız. Çok sinir bozucu. Saygılarımla, Ayşe"
LZ-00515,2026-02-08 09:29:22,app_store,U-02179,4.0,Market alışverişinde de kullanılabilse çok iyi olur. Yol haritanızda var mı?
LZ-00522,2026-02-08 10:20:23,survey,U-00242,10.0,"Ödeme snaiyeler içinde bitiyor, çok memnunum. Ayrıca telefonu POS cihazına yaklaştırıyorum, ödeme ekranı açılmıyor."
LZ-00512,2026-02-08 14:00:24,support_ticket,U-00411,,"Merhaba, E-posta adresim zeynep.a@example.com. Maaş günü geldi ama yemek bakiyem hala yüklenmedi. Rezalet. Teşekkürler, Selin"
LZ-00517,2026-02-08 16:24:52,survey,U-01627,0.0,Haritada kapanmış restoranlar hala görünüyor.
LZ-00518,2026-02-08 16:25:37,app_store,U-01716,4.0,karanlık mod eklenirse çok iyi olur. teşekkürler.
LZ-00510,2026-02-08 18:33:58,app_store,U-01173,1.0,Kasada QR okutuyorum ama ödeme bir türlü geçmiyor.
LZ-00514,2026-02-08 18:35:57,survey,U-02287,5.0,"Anlaşmalı restoran sayısı çok az, Kadıköy tarafında neredeyse hiç yer yok."
LZ-00513,2026-02-08 19:10:46,survey,U-01067,0.0,"Bu ay bakiyem gec yuklendi, iki gun yemek kartsiz kaldim."
LZ-00523,2026-02-08 21:07:53,app_store,U-00318,4.0,Arayuz sade ve anlasilir. 5 yildizi hak ediyor.
LZ-00516,2026-02-08 21:28:07,support_ticket,U-00850,,"Merhabalar, Bakyie ekranı açılana kadar kasadaki herkes bekliyor."
LZ-00521,2026-02-08 21:31:40,app_store,U-02477,5.0,"Bakiye takibi cok kolay, tesekkurler."
LZ-00519,2026-02-08 22:45:57,support_ticket,U-00397,,"Merhaba, Şirketimiz geçen ay bu karta geçti. Bakiyenin son kullanma tarihi olduğunu kimse söylemedi. Çok sinir bozucu. Saygılarımla, Mert"
LZ-00528,2026-02-09 11:21:57,support_ticket,U-01783,,"Selam, Yüklenen tutar eksik görünüyor, 50 TL eksik. Ayrıca uygulama çok yavaş açılıyor, kasada sırayı bekletiyorum. Rezalet. Teşekkürler, Ayşe"
LZ-00540,2026-02-09 13:03:23,app_store,U-00916,5.0,"lezzo kart taşımaktan kurtuldum, harika bir uygulama. ayrıca şikayet yazdım, üç gündür dönüş yapılmadı."
LZ-00538,2026-02-09 13:30:32,survey,U-00111,8.0,Arayüz sade ve anlaşılır.
LZ-00526,2026-02-09 13:39:15,survey,U-01869,2.0,"Telefonu POS cihazına yaklaştırıyorum, ödeme ekranı açılmıyor. Ayrıca gece kullanırken beyaz ekran göz yoruyor, karanlık tema lütfen."
LZ-00525,2026-02-09 13:50:10,support_ticket,U-01720,,"Selam, Temassız ödeme Xiaomi telefonumda çalışmıyor. Çok sinir bozucu."
LZ-00535,2026-02-09 14:08:22,survey,U-00273,5.0,"Sikayet yazdim, uc gundur donus yapilmadi."
LZ-00531,2026-02-09 15:50:24,app_store,U-01562,2.0,Ana sayfanın yüklenmesi yarım dakika sürüyor. Çok sinir bozucu.
LZ-00533,2026-02-09 16:10:16,survey,U-00645,2.0,"Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız."
LZ-00530,2026-02-09 16:59:53,app_store,U-00165,4.0,Evimin ve iş yerimin yakınında kartın geçtiği restoran yok. Yol haritanızda var mı?
LZ-00534,2026-02-09 17:18:42,support_ticket,U-00324,,"Merhabalar, Yaklaşık 3 aydır kullanıcınızım. Şikayet yazdım, üç gündür dönüş yapılmadı. Çok sinir bozucu. İyi çalışmalar, Ceren"
LZ-00527,2026-02-09 19:10:46,support_ticket,U-01463,,"Selam, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. Şirketim yükleme yaptığını söylüyor ama bakiyem sıfır görünüyor. Saygılarımla, Mert"
LZ-00524,2026-02-09 19:53:26,survey,U-00425,5.0,"QR odemesi iki kere cekildi, bakiyemden iki kez dustu."
LZ-00536,2026-02-09 20:49:37,app_store,U-02442,2.0,"İade süreci çok uzun, bir haftadır bekliyorum. Lütfen acilen çözün."
LZ-00539,2026-02-09 21:47:10,app_store,U-01932,5.0,"Lezzo bakiye takibi çok kolay, teşekkürler. 5 yıldızı hak ediyor."
LZ-00529,2026-02-09 21:51:09,survey,U-00068,1.0,"Şirketim yükleme yaptığını söylüyor ama bakiyem sıfır görünüyor. Ayrıca iade süreci çok uzun, bir haftadır bekliyorum."
LZ-00532,2026-02-09 22:29:18,support_ticket,U-00359,,"İyi günler, Haritada restoranlar yanlış konumda gösteriliyor. Teşekkürler, Can"
LZ-00537,2026-02-09 22:37:15,app_store,U-01448,5.0,"Lezzo odeme saniyeler icinde bitiyor, cok memnunum. Emegi gecenlere tesekkurler!"
LZ-00553,2026-02-10 08:45:05,support_ticket,U-00245,,"Selam, Yaklaşık 18 aydır kullanıcınızım. Google Pay entegrasyonu olsa çok pratik olur. İyi çalışmalar, Mehemt"
LZ-00541,2026-02-10 08:48:50,support_ticket,U-01654,,"Merhaba, Şirketim yükleme yaptığını söylüyor ama bakiyem sıfır görünüyor. Saygılarımla, Zeynep"
LZ-00547,2026-02-10 09:29:32,app_store,U-02077,2.0,sifremi dogru girmeme ragmen giris yapamiyorum. ayrica iptal edilen siparisin iadesi hala bakiyeme yansimadi. lutfen acilen cozun.
LZ-00544,2026-02-10 10:03:16,app_store,U-00826,4.0,yemek siparisi uygulamalarinda da kullanilabilse harika olur.
LZ-00546,2026-02-10 10:08:10,app_store,U-00137,1.0,şifremi doğru girmeme rağmen giriş yapamıyorum. lütfen acilen çözün.
LZ-00551,2026-02-10 11:55:45,support_ticket,U-01782,,"Merhaba, Akıllı saatle ödeme yapabilmek harika olurdu. Teşekkürler. İyi çalışmalar, Mert"
LZ-00545,2026-02-10 12:09:47,app_store,U-02305,1.0,"Lezzo SMS dogrulama kodu gelmiyor, uygulamaya giremiyorum. Donusunuzu bekliyorum."
LZ-00549,2026-02-10 12:21:41,app_store,U-02250,1.0,Haritada kapanmis restoranlar hala gorunuyor. Ayrica karti telefonun cuzdan uygulamasina eklemek istiyorum. Rezalet.
LZ-00548,2026-02-10 13:21:15,support_ticket,U-01377,,"İyi günler, Telefon numaram 0500 000 12 34, beni arayabilirsiniz. Doğrulama kodu çok geç geliyor, geldiğinde de süresi dolmuş oluyor. Çok sinir bozucu. Teşekkürler, Deniz"
LZ-00542,2026-02-10 14:58:48,survey,U-00823,8.0,Kahve zincirlerinde de geçerli olsa harika olur.
LZ-00554,2026-02-10 15:06:14,support_ticket,U-02064,,"Müşteri hizmetleirne ulaşmak imkansız, çağrı merkezi yarım saat bekletiyor."
LZ-00552,2026-02-10 15:32:39,support_ticket,U-01972,,"Selam, Google Pay entegrasyonu olsa çok pratik olur. Değerlendirirseniz sevinirim."
LZ-00556,2026-02-10 16:27:18,app_store,U-00801,5.0,"Kart tasimaktan kurtuldum, harika bir uygulama. Basarilar!"
LZ-00555,2026-02-10 16:34:53,survey,U-02122,3.0,Canlı destek hiç cevap vermiyor.
LZ-00557,2026-02-10 16:53:28,survey,U-00951,8.0,Yemek kartı uygulamaları arasında en iyisi.
LZ-00543,2026-02-10 17:11:47,app_store,U-02176,4.0,Market alisverisinde de kullanilabilse cok iyi olur.
LZ-00550,2026-02-10 22:07:56,app_store,U-00588,2.0,Restoran ararken filtreler calismiyor. Lutfen acilen cozun.
LZ-00563,2026-02-11 08:08:05,app_store,U-01362,1.0,uygulmaa çok fazla pil tüketiyor.
LZ-00565,2026-02-11 09:06:51,survey,U-01147,6.0,Sistem temasına uyan bir koyu tema eklenmeli.
LZ-00559,2026-02-11 09:44:38,support_ticket,U-00768,,"Merhaba, Temassız ödeme iPhone telefonumda çalışmıyor."
LZ-00569,2026-02-11 10:33:45,survey,U-01435,1.0,"Müşteri hizmetlerine ulaşmak imkansız, çağrı merkezi yarım saat bekletiyor."
LZ-00573,2026-02-11 13:32:28,app_store,U-00885,5.0,Kullanımı çok bsait ve hızlı. 5 yıldızı hak ediyor.
LZ-00564,2026-02-11 13:57:47,app_store,U-00650,2.0,"yakinimdaki restoranlari listelemiyor, konumumu bulamiyor. cok sinir bozucu."
LZ-00574,2026-02-11 14:11:57,app_store,U-01649,4.0,"kart tasimaktan kurtuldum, harika bir uygulama."
LZ-00570,2026-02-11 14:45:08,app_store,U-00418,1.0,"Musteri hizmetlerine ulasmak imkansiz, cagri merkezi yarim saat bekletiyor. Rezalet."
LZ-00562,2026-02-11 16:13:52,app_store,U-01460,4.0,Lezzo market alışverişinde de kullanılabilse çok iyi olur.
LZ-00567,2026-02-11 17:47:21,app_store,U-01639,4.0,Karanlık mod seçeneği yok mu? Yol haritanızda var mı?
LZ-00571,2026-02-11 18:01:31,support_ticket,U-01947,,"Selam, Canlı destek hiç cevap vermiyor. - Mert"
LZ-00568,2026-02-11 18:16:41,survey,U-02259,7.0,Akıllı saatle ödeme yapabilmek harika olurdu. Ayrıca kahve zincirlerinde de geçerli olsa harika olur.
LZ-00558,2026-02-11 18:22:53,survey,U-00307,4.0,"QR odemesi iki kere cekildi, bakiyemden iki kez dustu."
LZ-00572,2026-02-11 18:47:43,support_ticket,U-00788,,"Selam, Yaklaşık 6 aydır kullanıcınızım. İade süreci çok uzun, bir haftadır bekliyorum. İyi çalışmalar, Zeynep"
LZ-00561,2026-02-11 18:50:37,support_ticket,U-00869,,"Selam, Her gün öğle yemeğinde kullanıyorum. Sevdiğim kafeler anlaşmalı değil, lütfen daha fazla restoran ekleyin. Ayrıca Apple Pay'e eklenebilse telefonu açmadan ödeme yapardım."
LZ-00566,2026-02-11 19:24:27,app_store,U-02444,5.0,Sistem temasina uyan bir koyu tema eklemneli.
LZ-00560,2026-02-11 19:40:08,app_store,U-00231,2.0,"Bu ay bakiyem geç yüklendi, iki gün yemek kartsız kaldım."
LZ-00579,2026-02-12 08:55:06,app_store,U-00938,4.0,Restoran ağı genişlerse kartı çok daha fazla kullanırım.
LZ-00585,2026-02-12 10:29:55,app_store,U-02396,4.0,Akıllı saatle ödeme yapabilmek harika olurdu.
LZ-00576,2026-02-12 12:32:23,app_store,U-00499,3.0,"yuklenen tutar eksik gorunuyor, 250 tl eksik."
LZ-00575,2026-02-12 12:32:43,app_store,U-00387,1.0,Şirketim yükleme yaptığını söylüyor ama bakiyem sıfır görünüyor. Dönüşünüzü bekliyorum.
LZ-00584,2026-02-12 12:55:44,app_store,U-01307,4.0,Lezzo kartı telfeonun cüzdan uygulamasına eklemek istiyorum. Değerlendirirseniz sevinirim.
LZ-00589,2026-02-12 13:33:00,app_store,U-01135,5.0,arayüz sade ve anlaşılır. emeği geçenlere teşekkürler!
LZ-00583,2026-02-12 13:53:14,support_ticket,U-00796,,"Selam, Yakınımdaki restoranları listleemiyor, konumumu bulamıyor. Çok sinir bozucu. Teşekkürler, Ayşe"
LZ-00580,2026-02-12 16:05:45,support_ticket,U-00903,,"Selam, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. Uygulama çok yavaş açılıyor, kasada sırayı bekletiyorum. Lütfen acilen çözün. - Zeynep"
LZ-00578,2026-02-12 17:02:07,support_ticket,U-01858,,"İyi günler, Kahve zincirlerinde de geçerli olsa harika olur. İyi çalışmalar, Ayşe"
LZ-00586,2026-02-12 18:06:55,support_ticket,U-01341,,"Merhabalar, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. Müşteri hizmetlerine ulaşmak imkansız, çağrı merkezi yarım saat bekletiyor. Rezalet. İyi çalışmalar, Ayşe"
LZ-00587,2026-02-12 19:50:57,app_store,U-00624,5.0,Kullanımı çok bsait ve hızlı. Başarılar!
LZ-00588,2026-02-12 20:02:25,app_store,U-00889,5.0,Yemek kartı uygulamaları arasında en iyisi.
LZ-00582,2026-02-12 20:19:09,app_store,U-01555,2.0,samsung telefonumda açılışta çöküyor. dönüşünüzü bekliyorum.
LZ-00577,2026-02-12 22:11:14,survey,U-00893,5.0,Kahve zincirlerinde de geçerli olsa harika olur.
LZ-00581,2026-02-12 22:50:05,survey,U-01940,6.0,Xiaomi telefonumda açılışta çöküyor.
LZ-00598,2026-02-13 08:40:47,support_ticket,U-01213,,"İyi günler, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. Uygulama sürekli donuyor, kaaptıp açmam gerekiyor."
LZ-00591,2026-02-13 09:47:00,app_store,U-00094,1.0,Lezzo QR kodu okutunca odeme ekraninda takili kaliyor. Ayrica restoran ararken filtreler calismiyor. Lutfen acilen cozun.
LZ-00600,2026-02-13 10:21:59,app_store,U-02243,3.0,lezzo google pay entegrasyonu olsa çok pratik olur. teşekkürler.
LZ-00590,2026-02-13 13:08:58,support_ticket,U-02085,,"Her gün öğle yemeğinde kullanıyorum. QR okuttuktan sonra uygulama beyaz ekranda kalıyor. Teşekkürler, Deniz"
LZ-00599,2026-02-13 13:30:34,app_store,U-02059,1.0,restoran ararken filtreler calismiyor. ayrica sirketim yukleme yaptigini soyluyor ama bakiyem sifir gorunuyor. magdur durumdayim.
LZ-00594,2026-02-13 15:11:45,support_ticket,U-00662,,"Selam, Yaklaşık 3 aydır kullanıcınızım. Bu ay bakiyem geç yüklendi, iki gün yemek kartsız kaldım. Mağdur durumdayım. Saygılarımla, Can"
LZ-00601,2026-02-13 16:07:40,survey,U-02316,1.0,"Ay sonunda kalan bakiye yaniyor mu, bir sonraki aya devretmesi lazim. Ayrica giris yaparken surekli oturum sureniz doldu hatasi aliyorum."
LZ-00595,2026-02-13 17:16:12,survey,U-00955,4.0,Bakiye ekranı açılana kadar kasadaki herkes bekliyor.
LZ-00597,2026-02-13 19:17:11,support_ticket,U-02482,,"Telefon numaram 0500 000 45 67, beni arayabilirsiniz. Uygulama çok fazla pil tüketiyor. Rezalet. İyi çalışmalar, Can"
LZ-00596,2026-02-13 19:20:09,app_store,U-00645,1.0,"Uygulama surekli donuyor, kapatip acmam gerekiyor. Magdur durumdayim."
LZ-00602,2026-02-13 20:27:25,survey,U-00311,10.0,Yemek karti uygulamalari arasinda en iyisi.
LZ-00592,2026-02-13 20:48:44,app_store,U-01551,1.0,Maaş günü geldi ama yemek bakiyem hala yüklenmedi. Lütfen acilen çözün.
LZ-00593,2026-02-13 20:58:04,support_ticket,U-02482,,"İyi günler, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. Bakiye yüklendi bildirimi geldi ama uygulamada eski bakiye duruyor. Çok sinir bozucu. İyi çalışmalar, Elif"
LZ-00606,2026-02-14 12:05:21,app_store,U-01436,1.0,"Uygulama çok yavaş açılıyor, kasada sırayı bekletiyorum."
LZ-00604,2026-02-14 12:30:21,support_ticket,U-00499,,"İyi günler, Şirketimiz geçen ay bu karta geçti. Restoran ağı genişlerse kartı çok daha fzala kullanırım. - Emre"
LZ-00605,2026-02-14 12:58:56,app_store,U-02014,1.0,"Dogrulama kodu cok gec geliyor, geldiginde de suresi dolmus oulyor."
LZ-00610,2026-02-14 14:37:04,app_store,U-00034,5.0,"Ödeme saniyeler içinde bitiyor, çok memnunum. Ayrıca market alışverişinde de kullanılabilse çok iyi olur. Başarılar!"
LZ-00608,2026-02-14 15:02:38,app_store,U-00819,2.0,"lezzo ay sonunda kalan bakiye yanıyor mu, bir sonraki aya devretmesi lazım. dönüşünüzü bekliyorum."
LZ-00609,2026-02-14 17:58:26,survey,U-02212,0.0,Kalan bakiyemi bir iş arkadaşıma transfer edemiyorum.
LZ-00603,2026-02-14 20:12:42,support_ticket,U-00765,,"E-posta adresim zeynep.a@example.com. Kamera QR kodu okumuyor, sürekli odaklanmaya çalışıyor. Ayrıca uygulamada destek talebi oluşturma seçeneği bulamadım. Saygılarımla, Ayşe"
LZ-00607,2026-02-14 21:45:20,app_store,U-00570,1.0,Haritada kapnamis restoranlar hala gorunuyor. Donusunuzu bekliyorum.
LZ-00620,2026-02-15 09:34:39,support_ticket,U-01304,,"İyi günler, Bakiye takibi çok kolay, teşekkürler. Teşekkürler, Deniz"
LZ-00612,2026-02-15 10:06:54,support_ticket,U-01849,,"Selam, Her gün öğle yemeğinde kullanıyorum. Anlaşmalı restoran sayısı çok az, Ataşehir tarafında neredeyse hiç yer yok. Ayrıca iade süreci çok uzun, bir haftadır bekliyorum."
LZ-00617,2026-02-15 13:18:14,support_ticket,U-00986,,"Merhabalar, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. Gece kullanırken beyaz ekran göz yoruyor, karanlık tema lütfen."
LZ-00614,2026-02-15 16:01:36,app_store,U-02157,1.0,Lezzo ana sayfanın yüklenmesi yarım dakika sürüyor. Rzealet.
LZ-00611,2026-02-15 17:25:07,survey,U-00940,8.0,"Sevdiğim kafeler anlaşmalı değil, lütfen daha fazla restoran ekleyin."
LZ-00618,2026-02-15 18:00:00,app_store,U-01537,5.0,Kullanımı çok bsait ve hızlı. Emeği geçenlere teşekkürler!
LZ-00613,2026-02-15 19:40:53,survey,U-02078,2.0,Bakiye ekrani acilana kadar kasadaki herkes bekliyor.
LZ-00619,2026-02-15 21:36:40,survey,U-01662,9.0,"Kart taşımaktan kurtuldum, harika bir uygulama. Ayrıca iade süreci çok uzun, bir haftadır bekilyorum."
LZ-00616,2026-02-15 22:07:14,support_ticket,U-01674,,"Merhabalar, Her gün öğle yemeğinde kullanıyorum. Haritada kapanmış restoranlar hala görünüyor. Rezaelt. - Elif"
LZ-00615,2026-02-15 22:41:09,app_store,U-02316,1.0,"Uygulama sürekli donuyor, kapatıp açmam gereikyor. Dönüşünüzü bekliyorum."
LZ-00632,2026-02-16 08:19:35,support_ticket,U-01338,,"Merhaba, E-posta adresim zeynep.a@example.com. İptal edieln siparişin iadesi hala bakiyeme yansımadı. Çok sinir bozucu. Teşekkürler, Deniz"
LZ-00628,2026-02-16 08:49:31,survey,U-01907,0.0,"Uygulama çok yavaş açılıyor, kasada sırayı beklteiyorum."
LZ-00627,2026-02-16 09:20:51,support_ticket,U-00914,,"Selam, Ana sayfanın yüklenmesi yarım dakika sürüyor. - Mehmet"
LZ-00630,2026-02-16 10:53:32,app_store,U-00248,3.0,haritada kapanmis restoranlar hala gorunuyor. cok sinir bzoucu.
LZ-00624,2026-02-16 11:56:45,app_store,U-02382,1.0,"Yüklenen tutar ekisk görünüyor, 250 TL eksik. Ayrıca QR kodu okutunca ödeme ekranında takılı kalıyor."
LZ-00626,2026-02-16 13:14:50,support_ticket,U-02083,,"Merhabalar, Yeni giriş ekranından sonra hesabıma erişemiyorum. Saygılarımla, Ceren"
LZ-00629,2026-02-16 14:23:19,app_store,U-00394,1.0,Ana sayfanın yüklenmesi yarım dakika sürüyor. Dönüşünüzü bekliyorum.
LZ-00621,2026-02-16 15:21:43,survey,U-02000,1.0,"QR ile ödeme yeni güncellemeden beri çalışmıyor, kasada rezil oldum."
LZ-00622,2026-02-16 16:42:20,app_store,U-01020,2.0,"Lezzo QR odemesi iki kere cekildi, bakiyemden iki kez dustu. Rezalet."
LZ-00625,2026-02-16 17:30:55,survey,U-00733,5.0,Yeni giriş ekranından sonra hesabıma erişemiyorum.
LZ-00623,2026-02-16 20:29:23,app_store,U-02000,1.0,Odeme onaylandi diyor ama restoranin cihazina dusmuyor. Magdur durumdayim.
LZ-00631,2026-02-16 22:53:32,app_store,U-00524,1.0,"Ay sonunda kalan bakiye yaniyor mu, bir sonraki aya devretmesi lazim. Rezalet."
LZ-00634,2026-02-17 08:29:24,app_store,U-01667,2.0,qr okuttuktan sonra uygulama beyaz ekranda kaliyor. rezalet.
LZ-00639,2026-02-17 10:49:22,app_store,U-00921,1.0,"lezzo kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız."
LZ-00636,2026-02-17 10:59:15,survey,U-00466,5.0,"Uygulama surekli donuyor, kapatip acmam gerekiyor."
LZ-00638,2026-02-17 11:43:05,app_store,U-02077,5.0,Karanlık mod seçeneği yok mu? Ayrıca restoranların çalışma saatleri yanlış yazıyor. Değerlendirirseniz sevinirim.
LZ-00640,2026-02-17 12:33:06,survey,U-01774,8.0,"Ödeme saniyeler içinde bitiyor, çok memnunum."
LZ-00635,2026-02-17 13:05:30,support_ticket,U-00921,,"Yaklaşık 18 aydır kullanıcınızım. Uygulama çok yavaş açılıyor, kasada sırayı bekletiyorum. Çok sinir bozucu. Teşekkürler, Burak"
LZ-00641,2026-02-17 13:36:09,survey,U-00332,9.0,"Ödeme saniyeler içinde bitiyor, çok memnunum."
LZ-00637,2026-02-17 16:52:52,app_store,U-02141,2.0,restoran ararken filtreler çalışmıyor. dönüşünüzü bekliyorum.
LZ-00643,2026-02-17 17:27:04,survey,U-00853,8.0,"Bakiye takibi çok kolay, teşekkürler."
LZ-00633,2026-02-17 17:31:11,app_store,U-01259,1.0,qr okuttuktan sonra uygulama beyaz ekranda kalıyor. çok sinir bozucu.
