feedback_id,true_theme,true_polarity
FB-00948,notifications,negative
FB-00949,notifications,negative
FB-00950,export_reporting,neutral
FB-00951,export_reporting,neutral
FB-00952,praise,positive
FB-00953,praise,positive
FB-00954,mobile_performance,negative
FB-00955,mobile_performance,negative
FB-00956,mobile_performance,negative
FB-00957,mobile_performance,negative
FB-00958,mobile_performance,negative
FB-00959,pricing,negative
FB-00960,timezone,negative
FB-00961,praise,positive
FB-00962,mobile_performance,negative
FB-00963,mobile_performance,negative
FB-00964,dark_mode,neutral
FB-00965,dark_mode,neutral
FB-00966,dark_mode,neutral
FB-00967,sso_saml,neutral
FB-00968,pricing,negative
FB-00969,praise,positive
FB-00970,calendar_sync,negative
FB-00971,mobile_performance,negative
FB-00972,mobile_performance,negative
FB-00973,mobile_performance,negative
FB-00974,mobile_performance,negative
FB-00975,dark_mode,neutral
FB-00976,dark_mode,neutral
FB-00977,dark_mode,neutral
FB-00978,sso_saml,neutral
FB-00979,sso_saml,neutral
FB-00980,timezone,negative
FB-00981,slack_integration,neutral
FB-00982,slack_integration,neutral
FB-00983,notifications,negative
FB-00984,notifications,negative
FB-00985,notifications,negative
FB-00986,export_reporting,neutral
FB-00987,praise,positive
FB-00988,praise,positive
FB-00989,calendar_sync,negative
FB-00990,calendar_sync,negative
FB-00991,dark_mode,neutral
FB-00992,pricing,negative
FB-00993,pricing,negative
FB-00994,timezone,negative
FB-00995,slack_integration,neutral
FB-00996,slack_integration,neutral
FB-00997,slack_integration,neutral
FB-00998,slack_integration,neutral
FB-00999,notifications,negative
FB-01000,onboarding,negative
FB-01001,onboarding,negative
FB-01002,recurring_events,negative
FB-01003,praise,positive
FB-01004,calendar_sync,negative
FB-01005,calendar_sync,negative
FB-01006,mobile_performance,negative
FB-01007,dark_mode,neutral
FB-01008,dark_mode,neutral
FB-01009,dark_mode,neutral
FB-01010,dark_mode,neutral
FB-01011,dark_mode,neutral
FB-01012,sso_saml,neutral
FB-01013,pricing,negative
FB-01014,timezone,negative
FB-01015,slack_integration,neutral
FB-01016,notifications,negative
FB-01017,export_reporting,neutral
FB-01018,export_reporting,neutral
FB-01019,export_reporting,neutral
FB-01020,praise,positive
FB-01021,praise,positive
FB-01022,praise,positive
FB-01023,calendar_sync,negative
FB-01024,mobile_performance,negative
FB-01025,dark_mode,neutral
FB-01026,dark_mode,neutral
FB-01027,dark_mode,neutral
FB-01028,dark_mode,neutral
FB-01029,pricing,negative
FB-01030,pricing,negative
FB-01031,pricing,negative
FB-01032,pricing,negative
FB-01033,timezone,negative
FB-01034,slack_integration,neutral
FB-01035,slack_integration,neutral
FB-01036,export_reporting,neutral
FB-01037,export_reporting,neutral
FB-01038,recurring_events,negative
FB-01039,praise,positive
FB-01040,calendar_sync,negative
FB-01041,calendar_sync,negative
FB-01042,calendar_sync,negative
FB-01043,mobile_performance,negative
FB-01044,mobile_performance,negative
FB-01045,mobile_performance,negative
FB-01046,mobile_performance,negative
FB-01047,mobile_performance,negative
FB-01048,mobile_performance,negative
FB-01049,mobile_performance,negative
FB-01050,mobile_performance,negative
FB-01051,sso_saml,neutral
FB-01052,pricing,negative
FB-01053,slack_integration,neutral
FB-01054,slack_integration,neutral
FB-01055,slack_integration,neutral
FB-01056,slack_integration,neutral
FB-01057,slack_integration,neutral
FB-01058,notifications,negative
FB-01059,notifications,negative
FB-01060,notifications,negative
FB-01061,notifications,negative
FB-01062,export_reporting,neutral
FB-01063,praise,positive
FB-01064,praise,positive
FB-01065,praise,positive
FB-01066,praise,positive
FB-01067,praise,positive
FB-01068,praise,positive
FB-01069,praise,positive
FB-01070,calendar_sync,negative
FB-01071,mobile_performance,negative
FB-01072,mobile_performance,negative
FB-01073,dark_mode,neutral
FB-01074,dark_mode,neutral
FB-01075,dark_mode,neutral
FB-01076,pricing,negative
FB-01077,slack_integration,neutral
FB-01078,notifications,negative
FB-01079,calendar_sync,negative
FB-01080,calendar_sync,negative
FB-01081,dark_mode,neutral
FB-01082,dark_mode,neutral
FB-01083,pricing,negative
FB-01084,slack_integration,neutral
FB-01085,notifications,negative
FB-01086,recurring_events,negative
FB-01087,praise,positive
FB-01088,calendar_sync,negative
FB-01089,calendar_sync,negative
FB-01090,calendar_sync,negative
FB-01091,calendar_sync,negative
FB-01092,calendar_sync,negative
FB-01093,calendar_sync,negative
FB-01094,calendar_sync,negative
FB-01095,mobile_performance,negative
FB-01096,dark_mode,neutral
FB-01097,dark_mode,neutral
FB-01098,sso_saml,neutral
FB-01099,pricing,negative
FB-01100,slack_integration,neutral
FB-01101,slack_integration,neutral
FB-01102,export_reporting,neutral
FB-01103,export_reporting,neutral
FB-01104,onboarding,negative
FB-01105,praise,positive
FB-01106,praise,positive
FB-01107,calendar_sync,negative
FB-01108,calendar_sync,negative
FB-01109,calendar_sync,negative
FB-01110,calendar_sync,negative
FB-01111,calendar_sync,negative
FB-01112,mobile_performance,negative
FB-01113,mobile_performance,negative
FB-01114,dark_mode,neutral
FB-01115,dark_mode,neutral
FB-01116,dark_mode,neutral
FB-01117,dark_mode,neutral
FB-01118,dark_mode,neutral
FB-01119,pricing,negative
FB-01120,slack_integration,neutral
FB-01121,slack_integration,neutral
FB-01122,onboarding,negative
FB-01123,onboarding,negative
FB-01124,praise,positive
FB-01125,calendar_sync,negative
FB-01126,calendar_sync,negative
FB-01127,calendar_sync,negative
FB-01128,calendar_sync,negative
FB-01129,calendar_sync,negative
FB-01130,calendar_sync,negative
FB-01131,mobile_performance,negative
FB-01132,mobile_performance,negative
FB-01133,dark_mode,neutral
FB-01134,dark_mode,neutral
FB-01135,dark_mode,neutral
FB-01136,dark_mode,neutral
FB-01137,dark_mode,neutral
FB-01138,dark_mode,neutral
FB-01139,sso_saml,neutral
FB-01140,sso_saml,neutral
FB-01141,pricing,negative
FB-01142,pricing,negative
FB-01143,pricing,negative
FB-01144,timezone,negative
FB-01145,slack_integration,neutral
FB-01146,slack_integration,neutral
FB-01147,slack_integration,neutral
FB-01148,notifications,negative
FB-01149,export_reporting,neutral
FB-01150,export_reporting,neutral
FB-01151,onboarding,negative
FB-01152,praise,positive
FB-01153,praise,positive
FB-01154,calendar_sync,negative
FB-01155,calendar_sync,negative
FB-01156,calendar_sync,negative
FB-01157,calendar_sync,negative
FB-01158,calendar_sync,negative
FB-01159,calendar_sync,negative
FB-01160,mobile_performance,negative
FB-01161,mobile_performance,negative
FB-01162,mobile_performance,negative
FB-01163,mobile_performance,negative
FB-01164,mobile_performance,negative
FB-01165,dark_mode,neutral
FB-01166,dark_mode,neutral
FB-01167,dark_mode,neutral
FB-01168,dark_mode,neutral
FB-01169,sso_saml,neutral
FB-01170,sso_saml,neutral
FB-01171,pricing,negative
FB-01172,pricing,negative
FB-01173,pricing,negative
FB-01174,pricing,negative
FB-01175,pricing,negative
FB-01176,pricing,negative
FB-01177,pricing,negative
FB-01178,pricing,negative
FB-01179,slack_integration,neutral
FB-01180,slack_integration,neutral
FB-01181,slack_integration,neutral
FB-01182,slack_integration,neutral
FB-01183,notifications,negative
FB-01184,onboarding,negative
FB-01185,praise,positive
FB-01186,praise,positive
FB-01187,calendar_sync,negative
FB-01188,calendar_sync,negative
FB-01189,calendar_sync,negative
FB-01190,calendar_sync,negative
FB-01191,calendar_sync,negative
FB-01192,calendar_sync,negative
FB-01193,calendar_sync,negative
FB-01194,calendar_sync,negative
FB-01195,calendar_sync,negative
FB-01196,mobile_performance,negative
FB-01197,mobile_performance,negative
FB-01198,dark_mode,neutral
FB-01199,dark_mode,neutral
FB-01200,sso_saml,neutral
FB-01201,pricing,negative
FB-01202,pricing,negative
FB-01203,timezone,negative
FB-01204,timezone,negative
FB-01205,timezone,negative
FB-01206,timezone,negative
FB-01207,slack_integration,neutral
FB-01208,notifications,negative
FB-01209,export_reporting,neutral
FB-01210,export_reporting,neutral
FB-01211,onboarding,negative
FB-01212,praise,positive
FB-01213,praise,positive
FB-01214,praise,positive
FB-01215,praise,positive
FB-01216,praise,positive
FB-01217,calendar_sync,negative
FB-01218,calendar_sync,negative
FB-01219,calendar_sync,negative
FB-01220,calendar_sync,negative
FB-01221,calendar_sync,negative
FB-01222,mobile_performance,negative
FB-01223,dark_mode,neutral
FB-01224,dark_mode,neutral
FB-01225,dark_mode,neutral
FB-01226,timezone,negative
FB-01227,export_reporting,neutral
FB-01228,export_reporting,neutral
FB-01229,praise,positive
FB-01230,praise,positive
FB-01231,calendar_sync,negative
FB-01232,calendar_sync,negative
FB-01233,calendar_sync,negative
FB-01234,mobile_performance,negative
FB-01235,slack_integration,neutral
FB-01236,slack_integration,neutral
FB-01237,notifications,negative
FB-01238,notifications,negative
FB-01239,calendar_sync,negative
FB-01240,calendar_sync,negative
FB-01241,calendar_sync,negative
FB-01242,calendar_sync,negative
FB-01243,calendar_sync,negative
FB-01244,calendar_sync,negative
FB-01245,calendar_sync,negative
FB-01246,mobile_performance,negative
FB-01247,mobile_performance,negative
FB-01248,mobile_performance,negative
FB-01249,mobile_performance,negative
FB-01250,dark_mode,neutral
FB-01251,dark_mode,neutral
FB-01252,dark_mode,neutral
FB-01253,pricing,negative
FB-01254,timezone,negative
FB-01255,timezone,negative
FB-01256,timezone,negative
FB-01257,timezone,negative
FB-01258,slack_integration,neutral
FB-01259,slack_integration,neutral
FB-01260,onboarding,negative
FB-01261,onboarding,negative
FB-01262,praise,positive
FB-01263,praise,positive
FB-01264,praise,positive
FB-01265,calendar_sync,negative
FB-01266,calendar_sync,negative
FB-01267,calendar_sync,negative
FB-01268,calendar_sync,negative
FB-01269,calendar_sync,negative
FB-01270,calendar_sync,negative
FB-01271,mobile_performance,negative
FB-01272,mobile_performance,negative
FB-01273,mobile_performance,negative
FB-01274,mobile_performance,negative
FB-01275,dark_mode,neutral
FB-01276,dark_mode,neutral
FB-01277,dark_mode,neutral
FB-01278,sso_saml,neutral
FB-01279,pricing,negative
FB-01280,timezone,negative
FB-01281,slack_integration,neutral
FB-01282,export_reporting,neutral
FB-01283,export_reporting,neutral
FB-01284,export_reporting,neutral
FB-01285,onboarding,negative
FB-01286,onboarding,negative
FB-01287,recurring_events,negative
FB-01288,praise,positive
FB-01289,praise,positive
FB-01290,praise,positive
FB-01291,calendar_sync,negative
FB-01292,calendar_sync,negative
FB-01293,calendar_sync,negative
FB-01294,calendar_sync,negative
FB-01295,calendar_sync,negative
FB-01296,calendar_sync,negative
FB-01297,calendar_sync,negative
FB-01298,calendar_sync,negative
FB-01299,calendar_sync,negative
FB-01300,mobile_performance,negative
FB-01301,dark_mode,neutral
FB-01302,dark_mode,neutral
FB-01303,pricing,negative
FB-01304,timezone,negative
FB-01305,timezone,negative
FB-01306,slack_integration,neutral
FB-01307,slack_integration,neutral
FB-01308,slack_integration,neutral
FB-01309,notifications,negative
FB-01310,export_reporting,neutral
FB-01311,export_reporting,neutral
FB-01312,calendar_sync,negative
FB-01313,calendar_sync,negative
FB-01314,calendar_sync,negative
FB-01315,calendar_sync,negative
FB-01316,mobile_performance,negative
FB-01317,dark_mode,neutral
FB-01318,dark_mode,neutral
FB-01319,dark_mode,neutral
FB-01320,pricing,negative
FB-01321,slack_integration,neutral
FB-01322,slack_integration,neutral
FB-01323,slack_integration,neutral
FB-01324,export_reporting,neutral
FB-01325,export_reporting,neutral
FB-01326,onboarding,negative
FB-01327,praise,positive
FB-01328,praise,positive
FB-01329,praise,positive
FB-01330,praise,positive
FB-01331,calendar_sync,negative
FB-01332,calendar_sync,negative
FB-01333,calendar_sync,negative
FB-01334,calendar_sync,negative
FB-01335,mobile_performance,negative
FB-01336,mobile_performance,negative
FB-01337,mobile_performance,negative
FB-01338,mobile_performance,negative
FB-01339,dark_mode,neutral
FB-01340,dark_mode,neutral
FB-01341,dark_mode,neutral
FB-01342,dark_mode,neutral
FB-01343,dark_mode,neutral
FB-01344,sso_saml,neutral
FB-01345,pricing,negative
FB-01346,pricing,negative
FB-01347,pricing,negative
FB-01348,pricing,negative
FB-01349,timezone,negative
FB-01350,timezone,negative
FB-01351,timezone,negative
FB-01352,notifications,negative
FB-01353,notifications,negative
FB-01354,export_reporting,neutral
FB-01355,praise,positive
FB-01356,praise,positive
FB-01357,praise,positive
FB-01358,praise,positive
FB-01359,calendar_sync,negative
FB-01360,mobile_performance,negative
FB-01361,mobile_performance,negative
FB-01362,mobile_performance,negative
FB-01363,timezone,negative
FB-01364,slack_integration,neutral
FB-01365,notifications,negative
FB-01366,praise,positive
FB-01367,praise,positive
FB-01368,calendar_sync,negative
FB-01369,calendar_sync,negative
FB-01370,mobile_performance,negative
FB-01371,mobile_performance,negative
FB-01372,dark_mode,neutral
FB-01373,dark_mode,neutral
FB-01374,dark_mode,neutral
FB-01375,sso_saml,neutral
FB-01376,pricing,negative
FB-01377,pricing,negative
FB-01378,recurring_events,negative
FB-01379,praise,positive
FB-01380,praise,positive
FB-01381,praise,positive
FB-01382,calendar_sync,negative
FB-01383,calendar_sync,negative
FB-01384,calendar_sync,negative
FB-01385,calendar_sync,negative
FB-01386,calendar_sync,negative
FB-01387,mobile_performance,negative
FB-01388,mobile_performance,negative
FB-01389,dark_mode,neutral
FB-01390,dark_mode,neutral
FB-01391,pricing,negative
FB-01392,pricing,negative
FB-01393,pricing,negative
FB-01394,pricing,negative
FB-01395,pricing,negative
FB-01396,timezone,negative
FB-01397,slack_integration,neutral
FB-01398,notifications,negative
FB-01399,notifications,negative
FB-01400,export_reporting,neutral
FB-01401,onboarding,negative
FB-01402,onboarding,negative
FB-01403,praise,positive
FB-01404,praise,positive
FB-01405,praise,positive
FB-01406,praise,positive
FB-01407,calendar_sync,negative
FB-01408,calendar_sync,negative
FB-01409,calendar_sync,negative
FB-01410,calendar_sync,negative
FB-01411,mobile_performance,negative
FB-01412,mobile_performance,negative
FB-01413,mobile_performance,negative
FB-01414,mobile_performance,negative
FB-01415,dark_mode,neutral
FB-01416,pricing,negative
FB-01417,timezone,negative
FB-01418,timezone,negative
FB-01419,timezone,negative
FB-01420,timezone,negative
FB-01421,slack_integration,neutral
FB-01422,slack_integration,neutral
FB-01423,notifications,negative
FB-01424,notifications,negative
FB-01425,export_reporting,neutral
FB-01426,export_reporting,neutral
FB-01427,onboarding,negative
FB-01428,praise,positive
FB-01429,praise,positive
FB-01430,calendar_sync,negative
FB-01431,calendar_sync,negative
FB-01432,calendar_sync,negative
FB-01433,calendar_sync,negative
FB-01434,calendar_sync,negative
FB-01435,dark_mode,neutral
FB-01436,sso_saml,neutral
FB-01437,sso_saml,neutral
FB-01438,pricing,negative
FB-01439,pricing,negative
FB-01440,timezone,negative
FB-01441,timezone,negative
FB-01442,timezone,negative
FB-01443,slack_integration,neutral
FB-01444,slack_integration,neutral
FB-01445,notifications,negative
FB-01446,notifications,negative
FB-01447,notifications,negative
FB-01448,export_reporting,neutral
FB-01449,onboarding,negative
FB-01450,calendar_sync,negative
FB-01451,calendar_sync,negative
FB-01452,calendar_sync,negative
FB-01453,calendar_sync,negative
FB-01454,calendar_sync,negative
FB-01455,mobile_performance,negative
FB-01456,mobile_performance,negative
FB-01457,mobile_performance,negative
FB-01458,mobile_performance,negative
FB-01459,dark_mode,neutral
FB-01460,dark_mode,neutral
FB-01461,dark_mode,neutral
FB-01462,sso_saml,neutral
FB-01463,pricing,negative
FB-01464,pricing,negative
FB-01465,pricing,negative
FB-01466,pricing,negative
FB-01467,pricing,negative
FB-01468,pricing,negative
FB-01469,timezone,negative
FB-01470,timezone,negative
FB-01471,timezone,negative
FB-01472,timezone,negative
FB-01473,slack_integration,neutral
FB-01474,slack_integration,neutral
FB-01475,notifications,negative
FB-01476,notifications,negative
FB-01477,notifications,negative
FB-01478,export_reporting,neutral
FB-01479,export_reporting,neutral
FB-01480,export_reporting,neutral
FB-01481,onboarding,negative
FB-01482,praise,positive
FB-01483,praise,positive
FB-01484,praise,positive
FB-01485,calendar_sync,negative
FB-01486,calendar_sync,negative
FB-01487,calendar_sync,negative
FB-01488,calendar_sync,negative
FB-01489,mobile_performance,negative
FB-01490,mobile_performance,negative
FB-01491,mobile_performance,negative
FB-01492,mobile_performance,negative
FB-01493,dark_mode,neutral
FB-01494,dark_mode,neutral
FB-01495,pricing,negative
FB-01496,pricing,negative
FB-01497,pricing,negative
FB-01498,timezone,negative
FB-01499,slack_integration,neutral
FB-01500,notifications,negative
FB-01501,export_reporting,neutral
FB-01502,export_reporting,neutral
FB-01503,onboarding,negative
FB-01504,praise,positive
FB-01505,calendar_sync,negative
FB-01506,calendar_sync,negative
FB-01507,calendar_sync,negative
FB-01508,mobile_performance,negative
FB-01509,dark_mode,neutral
FB-01510,pricing,negative
FB-01511,pricing,negative
FB-01512,timezone,negative
FB-01513,slack_integration,neutral
FB-01514,slack_integration,neutral
FB-01515,notifications,negative
FB-01516,praise,positive
FB-01517,praise,positive
FB-01518,praise,positive
FB-01519,calendar_sync,negative
FB-01520,calendar_sync,negative
FB-01521,dark_mode,neutral
FB-01522,dark_mode,neutral
FB-01523,slack_integration,neutral
FB-01524,slack_integration,neutral
FB-01525,export_reporting,neutral
FB-01526,onboarding,negative
FB-01527,calendar_sync,negative
FB-01528,calendar_sync,negative
FB-01529,calendar_sync,negative
FB-01530,calendar_sync,negative
FB-01531,mobile_performance,negative
FB-01532,dark_mode,neutral
FB-01533,dark_mode,neutral
FB-01534,dark_mode,neutral
FB-01535,dark_mode,neutral
FB-01536,sso_saml,neutral
FB-01537,sso_saml,neutral
FB-01538,pricing,negative
FB-01539,pricing,negative
FB-01540,pricing,negative
FB-01541,pricing,negative
FB-01542,pricing,negative
FB-01543,pricing,negative
FB-01544,pricing,negative
FB-01545,timezone,negative
FB-01546,timezone,negative
FB-01547,slack_integration,neutral
FB-01548,notifications,negative
FB-01549,notifications,negative
FB-01550,praise,positive
FB-01551,calendar_sync,negative
FB-01552,calendar_sync,negative
FB-01553,calendar_sync,negative
FB-01554,calendar_sync,negative
FB-01555,calendar_sync,negative
FB-01556,calendar_sync,negative
FB-01557,calendar_sync,negative
FB-01558,mobile_performance,negative
FB-01559,mobile_performance,negative
FB-01560,dark_mode,neutral
FB-01561,dark_mode,neutral
FB-01562,dark_mode,neutral
FB-01563,pricing,negative
FB-01564,pricing,negative
FB-01565,timezone,negative
FB-01566,timezone,negative
FB-01567,timezone,negative
FB-01568,slack_integration,neutral
FB-01569,notifications,negative
FB-01570,notifications,negative
FB-01571,export_reporting,neutral
FB-01572,export_reporting,neutral
FB-01573,praise,positive
FB-01574,praise,positive
FB-01575,calendar_sync,negative
FB-01576,calendar_sync,negative
FB-01577,calendar_sync,negative
FB-01578,calendar_sync,negative
FB-01579,calendar_sync,negative
FB-01580,mobile_performance,negative
FB-01581,mobile_performance,negative
FB-01582,mobile_performance,negative
FB-01583,dark_mode,neutral
FB-01584,dark_mode,neutral
FB-01585,dark_mode,neutral
FB-01586,dark_mode,neutral
FB-01587,sso_saml,neutral
FB-01588,pricing,negative
FB-01589,pricing,negative
FB-01590,pricing,negative
FB-01591,slack_integration,neutral
FB-01592,praise,positive
FB-01593,praise,positive
FB-01594,calendar_sync,negative
FB-01595,calendar_sync,negative
FB-01596,calendar_sync,negative
FB-01597,mobile_performance,negative
FB-01598,mobile_performance,negative
FB-01599,mobile_performance,negative
FB-01600,mobile_performance,negative
FB-01601,pricing,negative
FB-01602,pricing,negative
FB-01603,pricing,negative
FB-01604,slack_integration,neutral
FB-01605,slack_integration,neutral
FB-01606,notifications,negative
FB-01607,notifications,negative
FB-01608,notifications,negative
FB-01609,notifications,negative
FB-01610,notifications,negative
FB-01611,onboarding,negative
FB-01612,recurring_events,negative
FB-01613,praise,positive
FB-01614,praise,positive
FB-01615,praise,positive
FB-01616,praise,positive
FB-01617,praise,positive
FB-01618,calendar_sync,negative
FB-01619,calendar_sync,negative
FB-01620,calendar_sync,negative
FB-01621,calendar_sync,negative
FB-01622,calendar_sync,negative
FB-01623,calendar_sync,negative
FB-01624,calendar_sync,negative
FB-01625,calendar_sync,negative
FB-01626,mobile_performance,negative
FB-01627,mobile_performance,negative
FB-01628,mobile_performance,negative
FB-01629,dark_mode,neutral
FB-01630,dark_mode,neutral
FB-01631,sso_saml,neutral
FB-01632,timezone,negative
FB-01633,slack_integration,neutral
FB-01634,slack_integration,neutral
FB-01635,slack_integration,neutral
FB-01636,export_reporting,neutral
FB-01637,export_reporting,neutral
FB-01638,praise,positive
FB-01639,praise,positive
FB-01640,praise,positive
FB-01641,calendar_sync,negative
FB-01642,calendar_sync,negative
FB-01643,calendar_sync,negative
FB-01644,mobile_performance,negative
FB-01645,mobile_performance,negative
FB-01646,dark_mode,neutral
FB-01647,dark_mode,neutral
FB-01648,pricing,negative
FB-01649,slack_integration,neutral
FB-01650,notifications,negative
FB-01651,notifications,negative
FB-01652,notifications,negative
FB-01653,onboarding,negative
FB-01654,praise,positive
FB-01655,praise,positive
FB-01656,praise,positive
FB-01657,calendar_sync,negative
FB-01658,calendar_sync,negative
FB-01659,calendar_sync,negative
FB-01660,calendar_sync,negative
FB-01661,calendar_sync,negative
FB-01662,mobile_performance,negative
FB-01663,mobile_performance,negative
FB-01664,dark_mode,neutral
FB-01665,dark_mode,neutral
FB-01666,pricing,negative
FB-01667,slack_integration,neutral
FB-01668,praise,positive
FB-01669,calendar_sync,negative
FB-01670,calendar_sync,negative
FB-01671,calendar_sync,negative
FB-01672,calendar_sync,negative
FB-01673,calendar_sync,negative
FB-01674,calendar_sync,negative
FB-01675,calendar_sync,negative
FB-01676,mobile_performance,negative
FB-01677,mobile_performance,negative
FB-01678,mobile_performance,negative
FB-01679,mobile_performance,negative
FB-01680,mobile_performance,negative
FB-01681,dark_mode,neutral
FB-01682,dark_mode,neutral
FB-01683,dark_mode,neutral
FB-01684,dark_mode,neutral
FB-01685,pricing,negative
FB-01686,timezone,negative
FB-01687,timezone,negative
FB-01688,export_reporting,neutral
FB-01689,praise,positive
FB-01690,calendar_sync,negative
FB-01691,calendar_sync,negative
FB-01692,calendar_sync,negative
FB-01693,calendar_sync,negative
FB-01694,calendar_sync,negative
FB-01695,calendar_sync,negative
FB-01696,mobile_performance,negative
FB-01697,mobile_performance,negative
FB-01698,mobile_performance,negative
FB-01699,dark_mode,neutral
FB-01700,dark_mode,neutral
FB-01701,dark_mode,neutral
FB-01702,sso_saml,neutral
FB-01703,pricing,negative
FB-01704,timezone,negative
FB-01705,slack_integration,neutral
FB-01706,slack_integration,neutral
FB-01707,slack_integration,neutral
FB-01708,notifications,negative
FB-01709,notifications,negative
FB-01710,notifications,negative
FB-01711,export_reporting,neutral
FB-01712,onboarding,negative
FB-01713,praise,positive
FB-01714,calendar_sync,negative
FB-01715,calendar_sync,negative
FB-01716,calendar_sync,negative
FB-01717,calendar_sync,negative
FB-01718,mobile_performance,negative
FB-01719,mobile_performance,negative
FB-01720,mobile_performance,negative
FB-01721,mobile_performance,negative
FB-01722,dark_mode,neutral
FB-01723,sso_saml,neutral
FB-01724,pricing,negative
FB-01725,pricing,negative
FB-01726,pricing,negative
FB-01727,pricing,negative
FB-01728,pricing,negative
FB-01729,timezone,negative
FB-01730,timezone,negative
FB-01731,timezone,negative
FB-01732,timezone,negative
FB-01733,slack_integration,neutral
FB-01734,slack_integration,neutral
FB-01735,notifications,negative
FB-01736,notifications,negative
FB-01737,recurring_events,negative
FB-01738,praise,positive
FB-01739,praise,positive
FB-01740,calendar_sync,negative
FB-01741,calendar_sync,negative
FB-01742,calendar_sync,negative
FB-01743,calendar_sync,negative
FB-01744,calendar_sync,negative
FB-01745,mobile_performance,negative
FB-01746,mobile_performance,negative
FB-01747,dark_mode,neutral
FB-01748,sso_saml,neutral
FB-01749,sso_saml,neutral
FB-01750,pricing,negative
FB-01751,pricing,negative
FB-01752,pricing,negative
FB-01753,pricing,negative
FB-01754,pricing,negative
FB-01755,slack_integration,neutral
FB-01756,slack_integration,neutral
FB-01757,slack_integration,neutral
FB-01758,slack_integration,neutral
FB-01759,slack_integration,neutral
FB-01760,notifications,negative
FB-01761,export_reporting,neutral
FB-01762,recurring_events,negative
FB-01763,praise,positive
FB-01764,calendar_sync,negative
FB-01765,mobile_performance,negative
FB-01766,mobile_performance,negative
FB-01767,mobile_performance,negative
FB-01768,mobile_performance,negative
FB-01769,dark_mode,neutral
FB-01770,dark_mode,neutral
FB-01771,dark_mode,neutral
FB-01772,dark_mode,neutral
FB-01773,dark_mode,neutral
FB-01774,pricing,negative
FB-01775,pricing,negative
FB-01776,pricing,negative
FB-01777,pricing,negative
FB-01778,pricing,negative
FB-01779,pricing,negative
FB-01780,pricing,negative
FB-01781,praise,positive
FB-01782,praise,positive
FB-01783,praise,positive
FB-01784,praise,positive
FB-01785,mobile_performance,negative
FB-01786,sso_saml,neutral
FB-01787,pricing,negative
FB-01788,timezone,negative
FB-01789,timezone,negative
FB-01790,slack_integration,neutral
FB-01791,slack_integration,neutral
FB-01792,onboarding,negative
FB-01793,onboarding,negative
FB-01794,onboarding,negative
FB-01795,praise,positive
FB-01796,praise,positive
FB-01797,mobile_performance,negative
FB-01798,mobile_performance,negative
FB-01799,dark_mode,neutral
FB-01800,dark_mode,neutral
FB-01801,dark_mode,neutral
FB-01802,dark_mode,neutral
FB-01803,dark_mode,neutral
FB-01804,slack_integration,neutral
FB-01805,praise,positive
FB-01806,praise,positive
FB-01807,mobile_performance,negative
FB-01808,mobile_performance,negative
FB-01809,mobile_performance,negative
FB-01810,mobile_performance,negative
FB-01811,mobile_performance,negative
FB-01812,dark_mode,neutral
FB-01813,dark_mode,neutral
FB-01814,dark_mode,neutral
FB-01815,dark_mode,neutral
FB-01816,sso_saml,neutral
FB-01817,pricing,negative
FB-01818,pricing,negative
FB-01819,pricing,negative
FB-01820,pricing,negative
FB-01821,pricing,negative
FB-01822,timezone,negative
FB-01823,timezone,negative
FB-01824,notifications,negative
FB-01825,notifications,negative
FB-01826,notifications,negative
FB-01827,export_reporting,neutral
FB-01828,praise,positive
FB-01829,praise,positive
FB-01830,calendar_sync,negative
FB-01831,calendar_sync,negative
FB-01832,mobile_performance,negative
FB-01833,mobile_performance,negative
FB-01834,mobile_performance,negative
FB-01835,mobile_performance,negative
FB-01836,mobile_performance,negative
FB-01837,dark_mode,neutral
FB-01838,pricing,negative
FB-01839,pricing,negative
FB-01840,timezone,negative
FB-01841,timezone,negative
FB-01842,slack_integration,neutral
FB-01843,notifications,negative
FB-01844,praise,positive
FB-01845,praise,positive
FB-01846,mobile_performance,negative
FB-01847,mobile_performance,negative
FB-01848,mobile_performance,negative
FB-01849,dark_mode,neutral
FB-01850,dark_mode,neutral
FB-01851,notifications,negative
FB-01852,notifications,negative
FB-01853,export_reporting,neutral
FB-01854,praise,positive
FB-01855,praise,positive
FB-01856,praise,positive
FB-01857,mobile_performance,negative
FB-01858,mobile_performance,negative
FB-01859,mobile_performance,negative
FB-01860,mobile_performance,negative
FB-01861,mobile_performance,negative
FB-01862,mobile_performance,negative
FB-01863,dark_mode,neutral
FB-01864,dark_mode,neutral
FB-01865,dark_mode,neutral
FB-01866,dark_mode,neutral
FB-01867,dark_mode,neutral
FB-01868,sso_saml,neutral
FB-01869,pricing,negative
FB-01870,pricing,negative
FB-01871,pricing,negative
FB-01872,timezone,negative
FB-01873,slack_integration,neutral
FB-01874,recurring_events,negative
FB-01875,praise,positive
FB-01876,praise,positive
FB-01877,mobile_performance,negative
FB-01878,dark_mode,neutral
FB-01879,dark_mode,neutral
FB-01880,sso_saml,neutral
FB-01881,sso_saml,neutral
FB-01882,sso_saml,neutral
FB-01883,pricing,negative
FB-01884,pricing,negative
FB-01885,pricing,negative
FB-01886,pricing,negative
FB-01887,timezone,negative
FB-01888,slack_integration,neutral
FB-01889,notifications,negative
FB-01890,export_reporting,neutral
FB-01891,onboarding,negative
FB-01892,onboarding,negative
